OBJECTID,WELLWIDTH,WELLLENGTH,PAREAWIDTH,LOWWELL,SPECIES,STNAME,Location 1
17309,4,9,0,Moderate,Sapium sebiferum,40TH AV,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
38466,0,0,3,None,Prunus cerasifera/blireiana,LYMAN RD,"3920
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
35378,0,0,5,None,Fraxinus sp,HOWELL ST,"5998
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
9851,0,0,3,None,Tilia sp,EUCLID AV,"402
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
38114,0,0,2,None,Platanus acerifolia,ROSEMOUNT RD,"741
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
11615,0,0,2,None,Pyrus kawakami,ROCKWELL ST,"6036
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
6329,2.5,3,0,None,Pistacia chinensis,44TH ST,"995
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13430,0,0,6,None,Ficus benjamina,HOLLY ST,"9629
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
38437,0,0,3,None,Fraxinus o. `Raywood',DAMUTH ST,"2005
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
9998,4,4,0,Moderate,Magnolia grandiflora,CLAY ST,"429
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
38475,3,3,0,None,Pyrus calleryana cvs,MADELINE ST,"3227
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
25048,3,6,0,Low,Pyrus calleryana cvs,PERALTA ST,"1215
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
15325,2,4,0,Low,Lagerstroemia indica,MARKET ST,"2927
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
21547,11,13,0,None,Washingtonia filifera,9TH AV,"2049
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
33055,0,0,4,None,Prunus cerasifera/blireiana,BALFOUR AV,"4117
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
36911,0,0,3,None,Melaleuca linarifolia,60TH AV,"1351
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
10280,0,0,5,None,Lagerstroemia indica,None,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
16716,2,5,0,None,Cercis sp,5TH AV,"1855
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
30536,0,0,3.5,None,Celtis sp,37TH ST,"416
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
31025,0,0,3,None,Prunus sp,MANILA AV,"5443
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
9538,0,0,2,None,Salix sp,EAST 38TH ST,"1774
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
31744,0,0,3,None,Fraxinus o. `Raywood',HARRINGTON AV,"2221
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
37778,3,3,0,None,Sapium sebiferum,CHETWOOD ST,"520
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
33860,5,5,0,None,Platanus acerifolia,CLAY ST,"1301
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
9850,5,12,0,Low,Liquidambar styraciflua,JACKSON ST,"1514
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
36097,0,0,4,None,Liquidambar styraciflua,EAST 33RD ST,"1357
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
27888,0,0,3,None,Pistacia chinensis,74TH AV,"1603
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26219,3,6,0,None,Liquidambar styraciflua,ALCATRAZ AV,"350
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
30534,1,3,0,None,Fraxinus o. `Raywood',RAMONA AV,"55
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26883,2,2,0,Moderate,Pyrus calleryana cvs,GALINDO ST,"3003
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26895,2,4,0,Low,Lagerstroemia indica,FOOTHILL BL,"3359
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
10293,0,0,3.5,None,Prunus serrulata,None,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13801,0,0,3,None,Fraxinus sp,WESLEY WY,"734
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
3289,0,0,4,None,Liquidambar styraciflua,65TH AV,"2627
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
16657,0,0,4,None,Ginkgo biloba,66TH ST,"439
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
27890,0,0,5,None,Acacia sp,80TH AV,"1058
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
37013,0,0,5.5,None,Prunus cerasifera/blireiana,64TH AV,"2053
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
33049,0,0,3,None,Pistacia chinensis,WALAVISTA AV,"800
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
4383,0,0,2,None,Crataegus phaenopyrum,TRESTLE GLEN RD,"847
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
27768,0,0,3,None,Populus nigra Italica,78TH AV,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
433,3,6,0,Moderate,Ginkgo biloba,MIDDLETON ST,"3007
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
2746,0,0,6,None,Liquidambar styraciflua,SCHOOL ST,"2745
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
29417,0,0,3,None,Cordyline australis,SHELDON ST,"10625
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
31478,0,0,10,None,Syzygium paniculatum,CLEVELAND ST,"882
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
37785,0,0,4,None,Laurus nobilis,WALAVISTA AV,"689
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
4210,0,0,8,None,Crataegus phaenopyrum,SANTA RAY AV,"600
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
20451,0,0,4,None,Fraxinus sp,59TH ST,"619
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26836,3,3,0,Low,Celtis sp,SALISBURY ST,"3401
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
3731,0,0,5.5,None,Acer sp,"BIRCH ST
(49.35807231215533, -95.09350767317716)","9301
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13455,0,0,5,None,Jacaranda acutifolia,B ST,"8815
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
14166,3,5,0,None,Pyrus kawakami,PATTERSON AV,"3936
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
30502,0,0,3,None,Fraxinus o. `Raywood',41ST ST,"250
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
23821,0,0,3,None,Cinnamomum camphora,FOREST HILL AV,"4047
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
31043,3,3,0,None,Prunus cerasifera/blireiana,BENVENUE AV,"6409
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
32520,0,0,6.5,None,Morus alba,99TH AV,"2307
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
29154,0,0,14,None,Platanus acerifolia,OAKLAND AV,"430
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
37810,0,0,2,None,Pyrus calleryana cvs,VALLE VISTA AV,"580
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
3090,0,0,5.5,None,Myoporum laetum,THOMPSON ST,"4524
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
27632,0,0,3,None,Eucalyptus sideroxylon Rosea,EDES AV,"9359
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
3963,0,0,4,None,Pistacia chinensis,MACARTHUR BL,"8901
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
28932,4,4,0,None,Platanus acerifolia,BROADWAY,"2127
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
10087,0,0,5,None,Maytenus boaria,PHAETON DR,"8120
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
14302,0,0,3,None,Unknown,CANON AV,"4028
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13231,3,4,0,None,Liquidambar styraciflua,98TH AV,"1004
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
18001,0,0,0,None,Podocarpus gracilior,102ND AV,"1427
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
29174,2,2,0,Moderate,Callistemon sp,2ND ST,"121
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13222,0,0,7,None,Unknown,WEST CT,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
3956,6,10,0,Low,Cinnamomum camphora,85TH AV,"1457
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
36634,0,0,4,None,Shrub,41ST AV,"1967
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
25370,4,6,0,None,Quercus agrifolia,M L KING JR WY,"4601
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
21261,0,0,2,None,Pyrus calleryana cvs,HARWOOD AV,"6100
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
35363,0,0,4,None,Pistacia chinensis,TELEGRAPH AV,"5307
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
30132,3,7,0,Moderate,Dead,41ST ST,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26834,0,0,6,None,Unknown,PLEASANT ST,"2742
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
28268,2,5,0,None,Ficus retusa nitida,EXCELSIOR AV,"1459
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
34575,2,5,0,None,Maytenus boaria,CHESTNUT ST,"2817
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
25500,0,0,2,None,Prunus sp,59TH ST,"557
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
22387,2,3,0,None,Prunus cerasifera/blireiana,47TH AV,"2161
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
8886,3,9,0,Low,Pyrus calleryana cvs,KENMORE AV,"581
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
36006,0,0,4,None,Liquidambar styraciflua,EAST 33RD ST,"1207
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
19578,3,3,0,None,Platanus acerifolia,FAIRMOUNT AV,"420
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
23030,3,3,0,None,Pyrus kawakami,87TH AV,"1922
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
19158,0,0,4,None,Lagerstroemia indica,DAMUTH ST,"2516
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
12506,2,4,0,Low,Liquidambar styraciflua,FRUITVALE AV,"3166
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
2507,0,0,6,None,Pistacia chinensis,HIGHLAND AV,"2539
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
8154,0,0,4,None,Platanus acerifolia,AVENAL AV,"6725
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
36638,3,6,0,Low,Magnolia grandiflora,DERBY AV,"3066
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
14070,2,2,0,None,Pyrus calleryana cvs,PARK BL,"3940
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
37855,3,6,0,Low,Pyrus kawakami,BALFOUR AV,"3901
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
21609,0,0,3,None,Lagerstroemia indica,5TH AV,"2014
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
31531,4,4,0,None,Tristaniopsis laurina,16TH AV,"1753
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
10491,2,3,0,Low,Ginkgo biloba,CHESTNUT ST,"1127
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
31239,0,0,4,None,Washingtonia robusta,9TH AV,"2435
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
28545,2,2,0,None,Liquidambar styraciflua,NORTON AV,"4048
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
25282,6,4,0,Moderate,Fraxinus o. `Raywood',None,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
32702,3,3,0,Moderate,Cupressus sempervirens,78TH AV,"1428
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
14634,3,3,0,Moderate,Podocarpus gracilior,17TH ST,"540
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
30067,0,0,2,None,Platanus acerifolia,59TH ST,"862
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
21390,2,2,0,None,Platanus acerifolia,COLLEGE AV,"6301
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
2600,4,6,0,Low,Liquidambar styraciflua,NEVIL ST,"3947
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13834,0,0,3,None,Platanus acerifolia,JEAN ST,"521
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
14707,4,7,0,Moderate,Lophostemon confertus,ORANGE ST,"425
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
272,5,9,0,Moderate,Fraxinus o. `Raywood',MADISON ST,"1448
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
14568,2,2,0,Low,Fraxinus o. `Raywood',8TH ST,"107
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
24299,3,5,0,None,Lophostemon confertus,ALICE ST,"1461
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
1072,0,0,7,None,Lagerstroemia indica,8TH ST,"1655
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13078,0,0,2,None,Prunus cerasifera/blireiana,BUENA VENTURA AV,"6398
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
21049,4,21,0,None,Pittosporum sp,MILES AV,"5175
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
31999,5,14,0,None,Fraxinus o. `Raywood',THOMPSON ST,"4541
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
27051,0,0,2,None,Metrosideros excelsus,EAST 9TH ST,"2866
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
23033,0,0,3,None,Schinus terebinthefolia,79TH AV,"1527
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
21816,3,10,0,None,Lophostemon confertus,EAST 12TH ST,"2425
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
29060,4,4,0,None,Platanus acerifolia,CLAY ST,"930
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
28442,0,0,2,None,Prunus cerasifera/blireiana,BATES RD,"1243
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
33447,0,0,6,None,Pistacia chinensis,DETROIT AV,"4273
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
6988,4,27,0,None,Fraxinus sp,61ST ST,"376
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
21827,2,3,0,Moderate,Platanus acerifolia,EMBARCADERO,"1095
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
28224,0,0,10,None,Unknown,WAWONA AV,"920
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
27162,0,0,2,None,Lagerstroemia indica,BROOKDALE AV,"4801
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
10240,0,0,4,None,Unknown,MODOC AV,"225
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
38285,3,4,0,Low,Pyrus kawakami,MACARTHUR BL,"3840
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
16995,5,5,0,None,Pyrus calleryana cvs,EAST 21ST ST,"2115
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
17571,0,0,2,None,Lagerstroemia indica,MADERA AV,"3401
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
28561,3,5,0,None,Pyrus kawakami,LOMA VISTA AV,"3906
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
29643,3,3,0,None,Podocarpus gracilior,21ST ST,"1065
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
20817,3,3,0,None,Pyrus calleryana cvs,41ST ST,"175
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
1079,3,3,0,None,Magnolia grandiflora,60TH ST,"755
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
33373,0,0,2,None,Pistacia chinensis,PATTERSON AV,"3851
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
27358,0,0,4,None,Liquidambar styraciflua,65TH AV,"2101
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
10269,0,0,2,None,Celtis sp,ALPINE TR,"171
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
32610,0,0,5.5,None,Pyrus calleryana cvs,B ST,"8627
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
33351,4,4,0,Low,Liquidambar styraciflua,TOMPKINS AV,"4690
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
209,0,0,4,None,Alnus rhombifolia,BELLEVUE AV,"379
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
37300,3,4,0,None,Melaleuca linarifolia,EDES AV,"9750
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
9163,0,0,8,None,Quercus agrifolia,SANTA RAY AV,"842
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
24000,2,2,0,Low,Agonis flexuosa,EXCELSIOR AV,"1337
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
6436,4,5,0,None,Platanus acerifolia,KINGSTON AV,"849
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
274,0,0,2,None,Lophostemon confertus,ORANGE ST,"430
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
15786,2.5,4,0,None,Pyrus calleryana cvs,WEST ST,"3719
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
20586,4,4,0,Low,Acer sp,TREMONT ST,"6619
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
27263,0,0,4.5,None,Albizia julibrissin,EL CAMILE AV,"5458
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
18720,3,3,0,None,Lagerstroemia indica,ELSINORE AV,"1000
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
15668,0,0,3,None,Fraxinus o. `Raywood',FREMONT ST,"5915
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
225,6,6,0,None,Platanus acerifolia,GRAND AV,"291
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
36658,0,0,6,None,Liquidambar styraciflua,29TH AV,"1540
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
36973,0,0,4.5,None,Platanus acerifolia,EL CAMILE AV,"5461
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
12456,4,4,0,Low,Prunus sp,FRUITVALE AV,"2434
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
37217,0,0,7.5,None,Phoenix canariensis,HAVENSCOURT BL,"2546
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
20087,0,0,3,None,Cordyline australis,LINDEN ST,"2240
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
1229,4,6,0,Low,Platanus acerifolia,ADELINE ST,"6020
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
9900,6,8,0,None,Platanus acerifolia,WATER ST,"473
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
33336,0,0,2,None,Other,CALMAR AV,"830
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
30106,2,2,0,Low,Prunus cerasifera/blireiana,HERZOG ST,"6316
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
18305,0,0,3,None,Liquidambar styraciflua,87TH AV,"1639
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
5010,3,3,0,High,Liriodendron tulipifera,HARRISON ST,"1999
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
1495,5,5,0,Low,Pyrus calleryana cvs,WEST MACARTHUR BL,"280
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
27859,0,0,6,None,Magnolia grandiflora,81ST AV,"2037
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
11681,3,12,0,None,Liquidambar styraciflua,ALCATRAZ AV,"341
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
6449,3,3,0,Low,Photinia sp,BROADWAY,"3934
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
33458,2,2,0,Low,Crataegus sp,HEARST AV,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
11387,3,6,0,Low,Celtis sp,LAWTON AV,"5303
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
10677,0,0,3,None,Ginkgo biloba,9TH ST,"1727
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26210,2,2,0,None,Malus floribunda,63RD ST,"345
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
2396,4,4,0,None,Prunus cerasifera/blireiana,EAST 14TH ST,"2300
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
25078,3,6,0,None,Lagerstroemia indica,8TH ST,"1647
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
29839,6,6,0,None,Magnolia grandiflora,33RD ST,"681
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
32585,3,4,0,Low,Platanus acerifolia,EAST 14TH ST,"9725
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
19709,2,3,0,High,Magnolia grandiflora,GRAND AV,"363
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
38174,0,0,3,None,Ficus retusa nitida,STEELE ST,"4351
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
625,0,0,8,None,Phoenix canariensis,ROCKRIDGE BL,"6025
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
33374,3,9,0,None,Fraxinus o. `Raywood',35TH AV,"3941
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
35313,0,0,2,None,Fraxinus o. `Raywood',48TH ST,"448
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13450,0,0,5.5,None,Platanus acerifolia,85TH AV,"1251
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
22386,2,2.5,0,High,Fraxinus o. `Raywood',BELVEDERE ST,"5273
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
38126,0,0,11,None,Quercus sp,MANDANA BL,"793
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
8532,0,0,8,None,Acer buergeranum,90TH AV,"1640
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
35394,2,3,0,None,Prunus sp,41ST ST,"388
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
35797,0,0,4,None,Fraxinus sp,63RD ST,"386
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
18125,0,0,4,None,Pyrus calleryana cvs,TAYLOR AV,"2484
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
38426,3,6,0,None,Cercis sp,LINCOLN AV,"3529
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13254,2,8,0,None,Platanus acerifolia,EDES AV,"10000
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
29456,0,0,3,None,Prunus cerasifera/blireiana,LYMAN RD,"4163
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
3502,3,4,0,None,Pyrus kawakami,EDES AV,"9755
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
22791,0,0,5,None,Liquidambar styraciflua,GHORMLEY AV,"248
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
33920,0,0,5,None,Liquidambar styraciflua,19TH ST,"177
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
36213,0,0,4,None,Pistacia chinensis,EAST 31ST ST,"1634
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
36372,0,0,10,None,Cinnamomum camphora,HAGEMAN AV,"3526
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
832,0,0,7,None,Arbutus sp,VILLAGE CR,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
35806,0,0,3.5,None,Albizia julibrissin,REGENT ST,"6445
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
2227,4,4,0,Low,Pyrus calleryana cvs,EAST 14TH ST,"545
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
36348,4,4,0,None,Ulmus parvifolia,ARKANSAS ST,"3344
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
33251,0,0,3,None,Unknown,HARVARD RD,"1004
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
34398,2,6,0,None,Prunus cerasifera/blireiana,MARKET ST,"300
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
35158,1,2,0,Low,Pyrus calleryana cvs,MARKET ST,"5715
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
20250,3,5,0,Moderate,Geijera parvifolia,HELEN ST,"3405
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
10395,4,6,0,High,Acacia melanoxylon,8TH ST,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
32673,0,0,6,None,Koelreuteria sp,82ND AV,"1243
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
23103,0,0,6,None,Cinnamomum camphora,"BIRCH ST
(49.35807231215533, -95.09350767317716)","8501
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
11853,0,0,2.5,None,Ginkgo biloba,66TH ST,"438
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
22783,0,0,6,None,Platanus acerifolia,TUCKER ST,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
6204,3,8,0,Moderate,Ginkgo biloba,M L KING JR WY,"5714
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
22127,2,3,0,Low,Pyrus kawakami,COOLIDGE AV,"2439
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
9378,2,2,0,Low,Pyrus calleryana cvs,KANSAS ST,"3827
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
28992,3,3,0,Moderate,Prunus cerasifera/blireiana,FAIRMOUNT AV,"62
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
33393,0,0,2,None,Lagerstroemia indica,ATLAS AV,"3740
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
36081,3,7,0,None,Cinnamomum camphora,7TH AV,"2240
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
34009,5,9,0,None,Podocarpus gracilior,VAN BUREN AV,"395
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
3457,3,3,0,None,Platanus acerifolia,73RD AV,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
30445,2,3,0,None,Prunus sp,SHAFTER AV,"4198
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
34406,2,3,0,Low,Pinus sp,LINDEN ST,"1501
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
28763,4,4,0,Moderate,Prunus cerasifera/blireiana,LINWOOD AV,"3801
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
11481,0,0,4,None,Fraxinus sp,60TH ST,"399
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
7747,3,6,0,Low,Pistacia chinensis,FRUITVALE AV,"1501
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
2854,0,0,4,None,Phoenix canariensis,FRUITVALE AV,"1722
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
34693,0,0,7,None,Alnus sp,PERALTA ST,"2121
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
34271,0,0,14,None,Laurus nobilis,GOLDEN GATE AV,"5529
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
36593,2,4,0,Low,Tristaniopsis laurina,42ND AV,"2169
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
2377,4,6,0,None,Lagerstroemia indica,EAST 32ND ST,"2233
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
1152,0,0,4,None,Pyrus kawakami,57TH ST,"643
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13506,2,2,0,None,Melaleuca sp,ARTHUR ST,"7524
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13535,0,0,5.5,None,Albizia julibrissin,84TH AV,"1239
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
6868,0,0,3,None,Ginkgo biloba,CARLTON ST,"5515
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
